Unternehmen,Monat,Produktion_Budget,Produktion_Kosten,Personal_Budget,Personal_Kosten,IT_Budget,IT_Kosten,Marketing_Budget,Marketing_Kosten,Logistik_Budget,Logistik_Kosten,Sonstiges_Budget,Sonstiges_Kosten,Budget_Gesamt,Ausgaben_Gesamt,Umsatz,Gewinn
Honda Motor Ltd.,02-2015,21500000,20612400,12100000,11659000,7600000,7763000,6600000,6007700,3800000,4621400,4400000,4143400,56000000,54806900,76729660,21922760
Honda Motor Ltd.,03-2015,22400000,21393800,10800000,11150600,7100000,7597400,6800000,6767200,4400000,4496900,3500000,4372500,55000000,55778400,78089760,22311360
Honda Motor Ltd.,04-2015,21700000,21681000,11100000,11727600,7000000,7088600,6800000,6603100,4500000,4833000,4200000,4489700,55300000,56423000,78992200,22569200
Honda Motor Ltd.,05-2015,21500000,21494800,10600000,11908400,7800000,7772100,6400000,6765200,3900000,4240200,3800000,4377200,54000000,56557900,79181060,22623160
Honda Motor Ltd.,06-2015,22100000,21720300,11700000,11163100,7300000,7397300,7100000,6090800,5000000,4549900,4600000,4182200,57800000,55103600,77145040,22041440
Honda Motor Ltd.,07-2015,21900000,20952900,12300000,10987200,7000000,6870600,6000000,6364700,4800000,4541800,3600000,4249000,55600000,53966200,75552680,21586480
Honda Motor Ltd.,08-2015,22300000,20119100,10600000,11007800,7800000,6729900,6100000,6420500,5000000,4094100,4000000,4018800,55800000,52390200,73346280,20956080
Honda Motor Ltd.,09-2015,22400000,20130600,10600000,11564200,8000000,7151400,6100000,6360100,4000000,4479800,3900000,3861200,55000000,53547300,74966220,21418920
Honda Motor Ltd.,10-2015,22000000,19996700,11100000,11371300,7300000,7659400,6200000,6356000,5000000,4197600,3800000,3877900,55400000,53458900,74842460,21383560
Honda Motor Ltd.,11-2015,22300000,21011300,10900000,10960300,6800000,7281700,6800000,5959800,4700000,4462700,3900000,4485600,55400000,54161400,75825960,21664560
Honda Motor Ltd.,12-2015,21800000,20515400,10600000,11535700,6700000,6956500,6700000,6286500,4300000,4030800,4300000,4388900,54400000,53713800,75199320,21485520
Honda Motor Ltd.,01-2016,21800000,21504400,12100000,11344100,6900000,7399200,6200000,6784600,4700000,4522000,4200000,4027400,55900000,55581700,77814380,22232680
Honda Motor Ltd.,02-2016,22000000,21906700,11200000,11707700,6900000,7645400,6900000,6550800,4600000,4094000,3700000,4485400,55300000,56390000,78946000,22556000
Honda Motor Ltd.,03-2016,21600000,20314100,12400000,11764000,6800000,7292600,5900000,6138100,5100000,4068600,4500000,4355100,56300000,53932500,75505500,21573000
Honda Motor Ltd.,04-2016,21600000,19640400,11500000,11249100,7400000,7410500,6000000,6506500,5100000,4182300,3600000,3944400,55200000,52933200,74106480,21173280
Honda Motor Ltd.,05-2016,22200000,19928900,10900000,11329900,7400000,7325500,6000000,5952600,5100000,4147000,3800000,4148900,55400000,52832800,73965920,21133120
Honda Motor Ltd.,06-2016,21800000,20894700,12300000,11803200,7800000,7436900,7000000,6033800,4600000,4894700,4200000,4348600,57700000,55411900,77576660,22164760
Honda Motor Ltd.,07-2016,22200000,20544000,11800000,11237500,6700000,7745900,6100000,6028800,4400000,4844700,3800000,4293200,55000000,54694100,76571740,21877640
Honda Motor Ltd.,08-2016,22500000,21422000,12300000,11850200,6600000,7355400,6900000,6041700,4800000,4743700,4100000,3933900,57200000,55346900,77485660,22138760
Honda Motor Ltd.,09-2016,21500000,21131400,11800000,10991400,8000000,6994900,6200000,6087400,4100000,4166000,3500000,4429900,55100000,53801000,75321400,21520400
Honda Motor Ltd.,10-2016,21800000,19588300,10900000,11677900,7100000,7042600,6000000,6554900,5100000,4595800,3500000,4056100,54400000,53515600,74921840,21406240
Honda Motor Ltd.,11-2016,22000000,19951900,11100000,11809100,7700000,7233800,6200000,6678900,5100000,4804000,4400000,3786700,56500000,54264400,75970160,21705760
Honda Motor Ltd.,12-2016,21900000,21290700,10800000,11108200,6700000,7325500,6800000,5920700,4700000,4021600,4400000,3711700,55300000,53378400,74729760,21351360
Honda Motor Ltd.,01-2017,22200000,19642900,12200000,10907300,8100000,7261300,6800000,6068500,5100000,4545900,3600000,4358600,58000000,52784500,73898300,21113800
Honda Motor Ltd.,02-2017,21600000,20676300,10900000,11754700,7500000,6859300,6400000,5902900,4100000,4314100,4500000,4399700,55000000,53907000,75469800,21562800
Honda Motor Ltd.,03-2017,22300000,20720600,10800000,11314200,7100000,7652100,7100000,6690300,4300000,4637600,4600000,3961100,56200000,54975900,76966260,21990360
Honda Motor Ltd.,04-2017,21900000,20661400,10500000,11049500,8100000,7811400,7100000,6189300,4100000,4837500,4600000,4405100,56300000,54954200,76935880,21981680
Honda Motor Ltd.,05-2017,22100000,21089500,11900000,11694300,8000000,7189500,6600000,6431800,3800000,4699700,3800000,4431200,56200000,55536000,77750400,22214400
Honda Motor Ltd.,06-2017,21800000,20518200,10700000,11962500,7100000,7785500,6200000,6028300,4000000,4673700,3500000,4173800,53300000,55142000,77198800,22056800
Honda Motor Ltd.,07-2017,21500000,21117500,11800000,11366600,7200000,7331000,6600000,6374100,4600000,4357400,4600000,4410800,56300000,54957400,76940360,21982960
Honda Motor Ltd.,08-2017,21600000,21239100,10600000,11472100,7700000,7653300,6800000,6152100,4500000,4302000,3900000,3741300,55100000,54559900,76383860,21823960
Honda Motor Ltd.,09-2017,21600000,19535900,11400000,11835700,8200000,7294800,6100000,6003000,4400000,4871700,4700000,3979600,56400000,53520700,74928980,21408280
Honda Motor Ltd.,10-2017,21900000,19718700,11200000,11307000,7300000,6922400,6500000,6526500,5000000,4734400,4100000,4377600,56000000,53586600,75021240,21434640
Honda Motor Ltd.,11-2017,21800000,21986000,12500000,11582800,7800000,7136800,5800000,6789800,5100000,4740800,4100000,4479500,57100000,56715700,79401980,22686280
Honda Motor Ltd.,12-2017,21700000,20872500,11900000,11205700,6500000,7753500,6100000,6079700,4500000,4180600,4700000,3854400,55400000,53946400,75524960,21578560
Honda Motor Ltd.,01-2018,21600000,19741100,10700000,11678200,6700000,7206800,6400000,6771600,5100000,4376400,4500000,4336500,55000000,54110600,75754840,21644240
Honda Motor Ltd.,02-2018,22500000,20147200,12200000,11520700,8200000,7880300,6300000,6744100,3800000,4146700,3900000,3967900,56900000,54406900,76169660,21762760
Honda Motor Ltd.,03-2018,22400000,21870300,10800000,11532300,6600000,7002900,6700000,6266800,4200000,4082200,4100000,4031400,54800000,54785900,76700260,21914360
Honda Motor Ltd.,04-2018,22500000,19775300,10800000,11723900,7000000,7407500,6000000,6267500,4300000,4637700,3500000,4111800,54100000,53923700,75493180,21569480
Honda Motor Ltd.,05-2018,22500000,19555700,10900000,11056400,7300000,7345500,6500000,6382600,4700000,4730300,3800000,4338200,55700000,53408700,74772180,21363480
Honda Motor Ltd.,06-2018,22200000,21720800,10800000,11712200,8000000,7106000,7100000,6352100,4800000,4389700,4200000,3868800,57100000,55149600,77209440,22059840
Honda Motor Ltd.,07-2018,21600000,20397200,11100000,11678000,6900000,6765600,6700000,6100900,4300000,4813800,3700000,4025800,54300000,53781300,75293820,21512520
Honda Motor Ltd.,08-2018,22100000,21426900,12500000,11581100,7700000,7320000,6800000,6190400,5100000,4318400,3600000,4462100,57800000,55298900,77418460,22119560
Honda Motor Ltd.,09-2018,22300000,21747300,11800000,11297700,7800000,7739000,5900000,6513000,3800000,4192600,3900000,4481700,55500000,55971300,78359820,22388520
Honda Motor Ltd.,10-2018,21900000,19591400,12200000,11983100,6900000,6934700,6800000,6401900,5100000,4441400,4500000,4463700,57400000,53816200,75342680,21526480
Honda Motor Ltd.,11-2018,22000000,20133700,11900000,10957200,6500000,7886500,6900000,6613600,5100000,4031000,4600000,4149200,57000000,53771200,75279680,21508480
Honda Motor Ltd.,12-2018,22000000,20798400,11900000,11615600,8100000,7506900,6500000,6088600,4200000,4240200,3500000,4040000,56200000,54289700,76005580,21715880
Honda Motor Ltd.,01-2019,21600000,20056200,10500000,11289100,7000000,7846200,6300000,6734800,4900000,4049000,3900000,3997800,54200000,53973100,75562340,21589240
Honda Motor Ltd.,02-2019,21700000,19878400,10800000,10933000,7700000,7726000,6800000,6456400,4600000,4009600,4100000,4085100,55700000,53088500,74323900,21235400
Honda Motor Ltd.,03-2019,21600000,21638700,11900000,11534400,6600000,7653100,6300000,6154100,4300000,4418700,4200000,3827500,54900000,55226500,77317100,22090600
Honda Motor Ltd.,04-2019,22300000,21913900,12000000,11190100,7200000,7578100,5900000,6659600,4500000,4894700,3800000,4395800,55700000,56632200,79285080,22652880
Honda Motor Ltd.,05-2019,21800000,19657900,11500000,11576500,6600000,7864100,6100000,6654500,4100000,4848500,4400000,4051300,54500000,54652800,76513920,21861120
Honda Motor Ltd.,06-2019,21900000,19600100,12300000,11273100,7600000,6824100,6500000,5907200,4900000,4488600,4100000,3781600,57300000,51874700,72624580,20749880
Honda Motor Ltd.,07-2019,22500000,20318400,11600000,11369700,6700000,6939200,6100000,6378900,4800000,4273200,3600000,3955600,55300000,53235000,74529000,21294000
Honda Motor Ltd.,08-2019,21500000,20376000,11200000,11792800,7300000,7132900,6100000,6718100,4500000,4456100,3800000,3702000,54400000,54177900,75849060,21671160
Honda Motor Ltd.,09-2019,21600000,21141000,11600000,11762600,7600000,6813800,6500000,5907600,4400000,4829500,3600000,4011900,55300000,54466400,76252960,21786560
Honda Motor Ltd.,10-2019,22500000,20397100,10800000,11958200,8000000,7546400,6100000,6551100,4500000,4297100,3500000,4148800,55400000,54898700,76858180,21959480
Honda Motor Ltd.,11-2019,21500000,19972400,10900000,11041800,8100000,6938900,7000000,6560400,4400000,4757800,4200000,4016200,56100000,53287500,74602500,21315000
Honda Motor Ltd.,12-2019,22500000,21764400,12100000,11839000,7700000,7226200,6800000,6208900,4600000,4121400,4000000,4369300,57700000,55529200,77740880,22211680
Honda Motor Ltd.,01-2020,22100000,21603000,11200000,11121800,7000000,7537400,6500000,6008500,3800000,4098600,3500000,3921900,54100000,54291200,76007680,21716480
Honda Motor Ltd.,02-2020,21600000,20872100,11500000,11076100,7500000,7403700,6400000,6614800,4000000,4783600,4700000,4055500,55700000,54805800,76728120,21922320
Honda Motor Ltd.,03-2020,21600000,19975300,10700000,11066000,7900000,6936600,6900000,6279300,4100000,4352400,3900000,4217400,55100000,52827000,73957800,21130800
Honda Motor Ltd.,04-2020,21500000,21934400,11100000,11996500,8200000,7509500,6100000,6758900,3900000,4562400,4000000,4415000,54800000,57176700,80047380,22870680
Honda Motor Ltd.,05-2020,21500000,20510800,11800000,11689900,7300000,7696500,6200000,6455100,4900000,4797100,3500000,4089900,55200000,55239300,77335020,22095720
Honda Motor Ltd.,06-2020,22100000,20172000,10700000,11083500,7800000,6868500,6600000,6728300,3800000,4016900,4400000,3730900,55400000,52600100,73640140,21040040
Honda Motor Ltd.,07-2020,21600000,21370200,10500000,11982700,7200000,6932300,5900000,6026900,4600000,4010400,4200000,4156000,54000000,54478500,76269900,21791400
Honda Motor Ltd.,08-2020,22500000,20830700,12100000,10902200,7100000,6790000,6800000,6339000,4200000,4385100,4700000,3758700,57400000,53005700,74207980,21202280
Honda Motor Ltd.,09-2020,21800000,21467200,12300000,11893700,7300000,7859200,6900000,6206200,4600000,4347000,4700000,4374900,57600000,56148200,78607480,22459280
Honda Motor Ltd.,10-2020,21700000,19956400,10700000,11150700,6500000,6912400,6200000,6596900,4100000,4877700,3700000,3787400,52900000,53281500,74594100,21312600
Honda Motor Ltd.,11-2020,22300000,21044600,12100000,11342200,7200000,7427000,6700000,6399100,4500000,4136800,3500000,3882500,56300000,54232200,75925080,21692880
Honda Motor Ltd.,12-2020,22200000,21077600,11500000,11168200,6500000,7010500,6000000,6189300,4000000,4799200,4000000,4179100,54200000,54423900,76193460,21769560
Honda Motor Ltd.,01-2021,22000000,19571300,11700000,11305300,8000000,7043500,6900000,6709100,3900000,4764400,3800000,4420600,56300000,53814200,75339880,21525680
Honda Motor Ltd.,02-2021,22300000,20533000,11100000,11497600,6700000,7163100,6600000,6502900,4800000,4147800,4500000,4441700,56000000,54286100,76000540,21714440
Honda Motor Ltd.,03-2021,21500000,21204300,11600000,11998600,8200000,7334800,7000000,6095300,4000000,4128600,4500000,4489700,56800000,55251300,77351820,22100520
Honda Motor Ltd.,04-2021,21700000,21542900,11500000,11429200,8100000,7340800,6200000,6028200,5100000,4319900,4400000,3762800,57000000,54423800,76193320,21769520
Honda Motor Ltd.,05-2021,22100000,20395100,11800000,11355900,7300000,7740700,6700000,6166200,5000000,4352500,4100000,4224000,57000000,54234400,75928160,21693760
Honda Motor Ltd.,06-2021,22200000,21338800,12200000,11769700,7900000,7833300,6000000,5959500,4600000,4633700,3800000,4000300,56700000,55535300,77749420,22214120
Honda Motor Ltd.,07-2021,22200000,21375700,11700000,11733700,6800000,7299600,5800000,6004800,4600000,4034700,3600000,4444700,54700000,54893200,76850480,21957280
Honda Motor Ltd.,08-2021,21900000,20194200,12300000,11284900,7500000,7522400,6500000,6546100,4700000,4244600,4100000,3709900,57000000,53502100,74902940,21400840
Honda Motor Ltd.,09-2021,21500000,19954700,11000000,11619500,8100000,7626900,5900000,5955000,4100000,4779400,4500000,3818300,55100000,53753800,75255320,21501520
Honda Motor Ltd.,10-2021,21900000,21028900,11200000,11038100,8200000,7464700,6700000,6388200,4300000,4368600,3700000,4462700,56000000,54751200,76651680,21900480
Honda Motor Ltd.,11-2021,21900000,20015200,11700000,11840500,7400000,7237800,5800000,6745200,4800000,4728000,4400000,4082800,56000000,54649500,76509300,21859800
Honda Motor Ltd.,12-2021,22400000,20614000,11900000,11114000,8200000,7400700,6800000,6283300,4300000,4368600,4500000,4323100,58100000,54103700,75745180,21641480
Honda Motor Ltd.,01-2022,22000000,21455100,11600000,11519900,8200000,7299300,6100000,6625100,4500000,4275000,4100000,3986000,56500000,55160400,77224560,22064160
Honda Motor Ltd.,02-2022,21800000,20696000,11100000,11661600,7500000,7011400,6700000,6667200,3800000,4299600,3800000,4053300,54700000,54389100,76144740,21755640
Honda Motor Ltd.,03-2022,22200000,19693200,12500000,11075100,7200000,6757100,6600000,6294800,3800000,4842900,3600000,3982400,55900000,52645500,73703700,21058200
Honda Motor Ltd.,04-2022,21900000,20143500,12200000,11394000,7700000,7819300,6700000,6738300,4500000,4784600,3800000,4175000,56800000,55054700,77076580,22021880
Honda Motor Ltd.,05-2022,22400000,19946900,12000000,11264800,6800000,6938200,5900000,6415400,4400000,4354600,3800000,3806100,55300000,52726000,73816400,21090400
Honda Motor Ltd.,06-2022,21900000,20931000,11300000,11500600,7500000,7882800,6700000,6211200,4900000,4604000,4500000,4277200,56800000,55406800,77569520,22162720
Honda Motor Ltd.,07-2022,22300000,20096600,10700000,11144300,7900000,7085500,5800000,6358400,4700000,4817700,4400000,3876000,55800000,53378500,74729900,21351400
Honda Motor Ltd.,08-2022,21500000,19963100,12100000,11853500,8100000,7537300,5800000,6667300,3800000,4128100,4400000,4312600,55700000,54461900,76246660,21784760
Honda Motor Ltd.,09-2022,21900000,21555200,11400000,11678100,6600000,7858000,6100000,6387000,3900000,4818100,3600000,4413500,53500000,56709900,79393860,22683960
Honda Motor Ltd.,10-2022,22000000,21533700,11200000,11607200,7000000,7323200,6200000,6087500,4200000,4716500,3800000,3700000,54400000,54968100,76955340,21987240
Honda Motor Ltd.,11-2022,22500000,20790400,11400000,11368900,6700000,7337500,6000000,6554500,3900000,4814100,4000000,4138400,54500000,55003800,77005320,22001520
Honda Motor Ltd.,12-2022,22400000,19533800,11300000,11154800,8200000,7446200,6100000,5950800,4600000,4551100,4000000,3871900,56600000,52508600,73512040,21003440
Honda Motor Ltd.,01-2023,22300000,21932500,10800000,11935800,8200000,7470900,6300000,6784300,4700000,4245600,3900000,3956100,56200000,56325200,78855280,22530080
Honda Motor Ltd.,02-2023,21800000,20694300,10600000,11251000,7000000,6750400,6400000,6011600,3900000,4814500,3800000,4182900,53500000,53704700,75186580,21481880
Honda Motor Ltd.,03-2023,22500000,19513500,11700000,11882600,6500000,7024600,6100000,6397300,4200000,4466300,4700000,3979600,55700000,53263900,74569460,21305560
Honda Motor Ltd.,04-2023,21700000,21578000,10800000,11752200,6500000,7778000,7000000,5948800,3900000,4634600,3700000,4046200,53600000,55737800,78032920,22295120
Honda Motor Ltd.,05-2023,22500000,21540800,11400000,11990800,7800000,7830500,7000000,6074900,3800000,4693600,4300000,3948600,56800000,56079200,78510880,22431680
Honda Motor Ltd.,06-2023,21600000,19526200,12200000,11765700,7800000,7890900,6000000,6426100,5000000,4696200,3900000,3724800,56500000,54029900,75641860,21611960
Honda Motor Ltd.,07-2023,22400000,21716300,11400000,11134700,6900000,7058600,6000000,6511400,5100000,4245700,4600000,3936600,56400000,54603300,76444620,21841320
Honda Motor Ltd.,08-2023,22500000,20684900,12300000,11771000,6700000,7140600,7100000,6715100,3900000,4385400,3700000,3916100,56200000,54613100,76458340,21845240
Honda Motor Ltd.,09-2023,22400000,20115200,10800000,10942600,7800000,7092800,5800000,6534200,4900000,4512700,3800000,4345500,55500000,53543000,74960200,21417200
Honda Motor Ltd.,10-2023,21800000,21124900,10800000,11487200,6700000,7011900,6600000,6226400,4600000,4579700,3500000,4197300,54000000,54627400,76478360,21850960
Honda Motor Ltd.,11-2023,21500000,19510800,11600000,11940600,8200000,6894500,5800000,6293500,5100000,4300600,4100000,4118900,56300000,53058900,74282460,21223560
Honda Motor Ltd.,12-2023,22200000,19996600,11100000,11625900,6800000,7639400,6100000,6294200,3800000,4402700,3600000,4491200,53600000,54450000,76230000,21780000
Honda Motor Ltd.,01-2024,22400000,20046400,10800000,11515800,7400000,7802000,7000000,6088700,4100000,4288700,3800000,4031700,55500000,53773300,75282620,21509320
Honda Motor Ltd.,02-2024,22500000,19698100,12000000,11193200,8100000,7315500,6800000,6607000,4500000,4178300,4600000,4303700,58500000,53295800,74614120,21318320
Honda Motor Ltd.,03-2024,21500000,21054300,11200000,11684500,8000000,7711700,6200000,6709600,5100000,4063000,3900000,4061800,55900000,55284900,77398860,22113960
Honda Motor Ltd.,04-2024,22000000,21090000,11200000,11539500,8100000,7238400,6300000,6457800,4800000,4767600,4400000,4145300,56800000,55238600,77334040,22095440
Honda Motor Ltd.,05-2024,21500000,20675900,11600000,11220200,7200000,7601200,6200000,6031400,4500000,4130600,3600000,3933000,54600000,53592300,75029220,21436920
Honda Motor Ltd.,06-2024,21500000,19866000,11900000,11842900,6900000,7372400,6000000,6117200,5100000,4344700,4500000,4063200,55900000,53606400,75048960,21442560
Honda Motor Ltd.,07-2024,22500000,21139600,11900000,11374200,7700000,6976700,6100000,6611000,4300000,4499100,3700000,3822500,56200000,54423100,76192340,21769240
Honda Motor Ltd.,08-2024,22300000,21132300,11400000,11488600,7600000,7811700,6300000,6521000,3800000,4680800,4600000,4300100,56000000,55934500,78308300,22373800
Honda Motor Ltd.,09-2024,22400000,20855200,12000000,11450400,7100000,7469000,6600000,6674600,4200000,4027400,4600000,4229700,56900000,54706300,76588820,21882520
Honda Motor Ltd.,10-2024,21700000,20848800,11000000,11718200,8200000,6888300,6500000,6121900,4600000,4741100,4200000,4058700,56200000,54377000,76127800,21750800
Honda Motor Ltd.,11-2024,21600000,21974200,10700000,11447500,7700000,7525900,6600000,6785100,4000000,4599400,4500000,3780400,55100000,56112500,78557500,22445000
Honda Motor Ltd.,12-2024,22000000,20616600,12000000,11111100,7500000,6888300,6500000,6487700,3900000,4193600,4500000,3980900,56400000,53278200,74589480,21311280
Nissan Motor Corporation,01-2015,22500000,19811900,10600000,11023500,7900000,6761600,5900000,6480700,4500000,4899100,4000000,3774900,55400000,52751700,73852380,21100680
Nissan Motor Corporation,02-2015,21900000,20231900,10500000,11255200,6800000,7208400,6400000,6126500,3900000,4244300,3900000,4278300,53400000,53344600,74682440,21337840
Nissan Motor Corporation,03-2015,22300000,20247900,10500000,11564200,7700000,7000100,5800000,6062100,4800000,4064800,4000000,4326000,55100000,53265100,74571140,21306040
Nissan Motor Corporation,04-2015,21500000,21418500,12400000,11366700,7900000,7633700,6500000,6267500,5000000,4806200,3700000,4166000,57000000,55658600,77922040,22263440
Nissan Motor Corporation,05-2015,21800000,21907000,10800000,11689600,7800000,7614400,6900000,6241600,4000000,4293000,4600000,4437100,55900000,56182700,78655780,22473080
Nissan Motor Corporation,06-2015,21800000,21435400,10900000,11339300,7000000,7270900,5800000,6168100,4300000,4468800,4700000,4029900,54500000,54712400,76597360,21884960
Nissan Motor Corporation,07-2015,21600000,21680300,11300000,11869700,7000000,7309200,6700000,6048400,4800000,4101200,3800000,4114700,55200000,55123500,77172900,22049400
Nissan Motor Corporation,08-2015,22200000,20932000,10900000,11639700,7400000,7177100,6800000,6132900,4900000,4506000,4600000,3775500,56800000,54163200,75828480,21665280
Nissan Motor Corporation,09-2015,21600000,19747200,10800000,11304400,7000000,7230800,6900000,6497100,4100000,4300600,4700000,3791600,55100000,52871700,74020380,21148680
Nissan Motor Corporation,10-2015,22200000,21670100,11100000,10959700,8000000,7782100,6200000,6173000,4900000,4759600,3500000,4451500,55900000,55796000,78114400,22318400
Nissan Motor Corporation,11-2015,22100000,19716200,11200000,10985900,8000000,6991000,6300000,6165000,4100000,4475900,4700000,4477000,56400000,52811000,73935400,21124400
Nissan Motor Corporation,12-2015,21600000,20150800,12400000,11017300,7700000,7658800,6700000,6219000,4300000,4372400,3500000,4417500,56200000,53835800,75370120,21534320
Nissan Motor Corporation,01-2016,21500000,21037400,12200000,11983700,7400000,7809900,6300000,6282000,4400000,4247400,4400000,3940600,56200000,55301000,77421400,22120400
Nissan Motor Corporation,02-2016,22000000,19908600,10900000,10951100,7100000,7302400,7100000,6457300,4800000,4501600,4200000,4322800,56100000,53443800,74821320,21377520
Nissan Motor Corporation,03-2016,22200000,19953700,11700000,10993800,8200000,7503000,6900000,5979000,3900000,4818900,4600000,3727000,57500000,52975400,74165560,21190160
Nissan Motor Corporation,04-2016,21700000,21467400,11800000,11967700,6700000,7467100,6900000,6701000,4300000,4819200,3900000,3765100,55300000,56187500,78662500,22475000
Nissan Motor Corporation,05-2016,22400000,19844100,11100000,11986300,7900000,7692700,6400000,6185100,4800000,4317000,4000000,3823500,56600000,53848700,75388180,21539480
Nissan Motor Corporation,06-2016,21800000,21595600,11600000,11554000,7000000,7023100,6100000,6517600,4400000,4023500,4400000,3797700,55300000,54511500,76316100,21804600
Nissan Motor Corporation,07-2016,22200000,20434400,11800000,11661400,7600000,7720300,6200000,6288100,4100000,4797500,4600000,4089600,56500000,54991300,76987820,21996520
Nissan Motor Corporation,08-2016,21500000,20382800,10800000,11503500,6500000,7511200,6700000,6294800,4800000,4371500,3500000,4219400,53800000,54283200,75996480,21713280
Nissan Motor Corporation,09-2016,22500000,19884800,10600000,11818100,6900000,6919400,6100000,6342600,5000000,4412700,4600000,4129300,55700000,53506900,74909660,21402760
Nissan Motor Corporation,10-2016,22200000,20357400,10600000,10998800,7400000,6861600,6100000,6309100,3800000,4899200,4600000,4242700,54700000,53668800,75136320,21467520
Nissan Motor Corporation,11-2016,21600000,19644400,12300000,11603900,6800000,6817500,7000000,6216400,4400000,4249200,3500000,4046200,55600000,52577600,73608640,21031040
Nissan Motor Corporation,12-2016,21800000,21187900,10900000,11129200,7200000,6980700,7000000,6713900,3900000,4512900,4200000,4288800,55000000,54813400,76738760,21925360
Nissan Motor Corporation,01-2017,22300000,20785300,12100000,11981600,6500000,7122500,6000000,6630900,5000000,4177500,3700000,4356700,55600000,55054500,77076300,22021800
Nissan Motor Corporation,02-2017,22100000,19644600,10900000,11571800,6600000,7405900,7100000,5906700,4500000,4141100,3600000,4434500,54800000,53104600,74346440,21241840
Nissan Motor Corporation,03-2017,21600000,20696900,11500000,11423400,7700000,6723800,6100000,6391600,4700000,4754500,4500000,4161200,56100000,54151400,75811960,21660560
Nissan Motor Corporation,04-2017,21600000,20154700,11500000,11360400,6500000,6730800,6700000,6170800,4300000,4874700,3500000,3996400,54100000,53287800,74602920,21315120
Nissan Motor Corporation,05-2017,22500000,20029300,10800000,11465800,8100000,7531300,6700000,6750500,4600000,4271200,3700000,3928300,56400000,53976400,75566960,21590560
Nissan Motor Corporation,06-2017,21900000,19932100,11100000,11673900,7600000,7101700,6300000,6122300,3800000,4093300,3800000,4496200,54500000,53419500,74787300,21367800
Nissan Motor Corporation,07-2017,21900000,19934600,11100000,11651100,7200000,6802500,6400000,6194500,4300000,4187800,4500000,3915600,55400000,52686100,73760540,21074440
Nissan Motor Corporation,08-2017,21800000,21295200,11200000,11659500,7100000,7188900,6200000,6288200,4300000,4184200,4500000,4424100,55100000,55040100,77056140,22016040
Nissan Motor Corporation,09-2017,22100000,21507000,12100000,10950800,7500000,6993900,5800000,6145800,5100000,4393200,3800000,3901400,56400000,53892100,75448940,21556840
Nissan Motor Corporation,10-2017,22200000,19811800,10800000,11452400,7700000,7079000,6800000,6400300,4000000,4045700,3800000,4265200,55300000,53054400,74276160,21221760
Nissan Motor Corporation,11-2017,21500000,20446900,12400000,11238200,7200000,7363300,6100000,6774300,4200000,4779600,4200000,4401900,55600000,55004200,77005880,22001680
Nissan Motor Corporation,12-2017,22400000,19643400,11700000,11017000,8000000,7701600,6200000,6238400,4900000,4517200,4700000,3706100,57900000,52823700,73953180,21129480
Nissan Motor Corporation,01-2018,22400000,21381000,12400000,10918000,7000000,7662100,7000000,5925500,4300000,4793000,4100000,3825400,57200000,54505000,76307000,21802000
Nissan Motor Corporation,02-2018,22100000,21638100,12400000,11334600,7400000,7610600,6500000,6591200,5000000,4355600,3700000,4386400,57100000,55916500,78283100,22366600
Nissan Motor Corporation,03-2018,21800000,20762100,10800000,11286400,8000000,7851300,6900000,6688200,5000000,4673800,3500000,4045900,56000000,55307700,77430780,22123080
Nissan Motor Corporation,04-2018,22000000,20908300,11300000,11720300,7600000,7001300,6900000,6393300,4600000,4137100,3700000,3704600,56100000,53864900,75410860,21545960
Nissan Motor Corporation,05-2018,22200000,21968200,11300000,11363900,6900000,7708300,6500000,6259600,3900000,4627200,3600000,4223200,54400000,56150400,78610560,22460160
Nissan Motor Corporation,06-2018,22100000,21424200,11500000,11178100,6700000,7499800,5800000,6664800,4000000,4462200,4300000,4349000,54400000,55578100,77809340,22231240
Nissan Motor Corporation,07-2018,22200000,20879400,11300000,11459100,6500000,7813900,6700000,6283400,4300000,4361800,4500000,3971300,55500000,54768900,76676460,21907560
Nissan Motor Corporation,08-2018,22000000,20188800,10700000,11665400,6900000,7448700,7000000,6023000,5100000,4683600,3800000,4150800,55500000,54160300,75824420,21664120
Nissan Motor Corporation,09-2018,21600000,21554900,12300000,11374700,8200000,7792100,6800000,6734400,4400000,4370700,3700000,4398000,57000000,56224800,78714720,22489920
Nissan Motor Corporation,10-2018,21800000,20659600,11500000,11044900,8200000,7708000,6100000,5950400,4000000,4893500,3600000,4433400,55200000,54689800,76565720,21875920
Nissan Motor Corporation,11-2018,21500000,21202900,10500000,11878300,8100000,7417200,6100000,6313200,4400000,4647600,4600000,3912200,55200000,55371400,77519960,22148560
Nissan Motor Corporation,12-2018,21900000,19644100,11200000,11656800,7600000,7692500,6400000,6467000,4300000,4132400,3600000,4214500,55000000,53807300,75330220,21522920
Nissan Motor Corporation,01-2019,22200000,20178700,11600000,11337500,8100000,7202700,6500000,6173500,3900000,4097300,4500000,3872600,56800000,52862300,74007220,21144920
Nissan Motor Corporation,02-2019,21600000,20017300,10600000,11355400,6600000,7245500,5900000,6338900,3900000,4342300,4100000,3840000,52700000,53139400,74395160,21255760
Nissan Motor Corporation,03-2019,22500000,19781900,10800000,11575600,7500000,7425500,6400000,6217500,4200000,4377100,4300000,3768500,55700000,53146100,74404540,21258440
